Type;Year;URL;Contact;Address;Phone;Fax;Contact2
Chambers of commerce;2014;http://www.baldwincitychamber.com;Baldwin City Chamber of Commerce;Ms. Kimberly Wolff;P.O. Box 501 (0501),720 High St.,Baldwin City, KS  66006;(785) 594-3200;Fax (785) 594-3200;Ms. Kimberly Wolff
Delis Cafes;1996;http://wheatfieldsbakery.com;WheatFields Bakery Cafe;Ms. Amy Savoie;904 Vermont St.,Lawrence, KS  66044;(785) 841-5553;Ms. Amy Savoie
Restoration Fire & water;2013;http://www.ncricat.com;NCRI - National Catastrophe Restoration, Inc.;Ms. Natalie Samb;8065 Flint St.,Lenexa, KS  66214;(913) 663-4111;Fax (913) 663-4433;Ms. Natalie Samb
Schools Private;1996;http://www.seaburyacademy.org;Bishop Seabury Academy;Dr. Don Schawang;4120 Clinton Pkwy.,Lawrence, KS  66047;(785) 832-1717;Fax (785) 832-1919;Dr. Don Schawang
Engineers;1999;http://www.bartwest.com;Bartlett & West, Inc.;Mr. Joe Caldwell;544 Columbia Dr.,Lawrence, KS  66049;(785) 749-9452;Fax (785) 749-5961;Mr. Joe Caldwell
Engineers;1987;http://www.bgcons.com;BG Consultants, Inc.;Mr. Cecil Kingsley;1405 Wakarusa Dr.,Lawrence, KS  66049;(785) 749-4474;Fax (785) 749-7340;Mr. Cecil Kingsley
Engineers;2006;http://www.burnsmcd.com;Burns and McDonnell;Mr. Jeff Keller;9400 Ward Pkwy.,Kansas City, MO  64114;(816) 822-4371;Fax (816) 822-3414;Mr. Jeff Keller
Engineers;1980;http://www.landplan-pa.com;Landplan Engineering;Mr. Philip Struble, P.E.,Ms. Linda Bastyr,C.L. Maurer RLA,Mr. Christopher Storm P.E,Mr. Brian Sturm RLA, LEED AP;1310 Wakarusa Dr., Ste. 100,Lawrence, KS  66049;(785) 843-7530;Fax (785) 843-2410;Mr. Philip Struble, P.E.,Ms. Linda Bastyr,C.L. Maurer RLA,Mr. Christopher Storm P.E,Mr. Brian Sturm RLA, LEED AP
Engineers;1998;http://www.pec1.com;Professional Engineering Consultants, P.A.;Mr. Jarrod E. Mann;616 Vermont St., Ste. B,Lawrence, KS  66044;(785) 842-6464;Fax (785) 842-4140;Mr. Jarrod E. Mann
Hospice care;2011;http://www.aseracare.com;AseraCare;Mr. Jeffrey Lehane;3320 Clinton Pkwy. Ct., Ste. 120,Lawrence, KS  66044;(785) 840-0820;Fax (785) 830-8032;Mr. Jeffrey Lehane
Hospice care;2014;http://www.catholiccharitiesks.org;Catholic Charities of Northeast Kansas;Nickie Daneke LMSW,Ms. Kim Carlson;1247 Kentucky St.,Lawrence, KS  66044;(785) 856-2694;Fax (785) 749-5064;Nickie Daneke LMSW,Ms. Kim Carlson
Hospice care;2013;http://www.southerncareinc.com;SouthernCare Inc.;Ms. Kelly Rice;11031 Strang Line Rd.,Lenexa, KS  66215;(913) 906-9497;Fax (913) 906-9493;Ms. Kelly Rice
Beverages Wholesale distributors;1990;;;Mr. Kelly Frakes;4435 N.W. U.S. Hwy. 24,Topeka, KS  66618;(785) 234-8611;Fax (785) 234-9750;Mr. Kelly Frakes
Beverages Wholesale distributors;2006;;;Mr. Gary Marvine,Mr. Jerry Benjamin,Mr. Bryan Hatcher;6501 Kansas Ave.,Kansas City, KS  66111;(913) 287-2020;Fax (913) 287-8134;Mr. Gary Marvine,Mr. Jerry Benjamin,Mr. Bryan Hatcher
Beverages Wholesale distributors;2006;http://www.omalleybeverage.com;O'Malley Beverage of Kansas, Inc.;Mr. Kevin O'Malley,Mike Bourneuf;2050 Packer Ct.,Lawrence, KS  66044;(785) 830-6900;Fax (785) 830-6910;Mr. Kevin O'Malley,Mike Bourneuf
Cookies;2009;http://www.eileenscookies.com;Eileen's Colossal Cookies;Mr. Rodney & Ms. Rebecca Johansen;4931 W. 6th St., Ste. 124,Lawrence, KS  66049;(785) 856-2253;Mr. Rodney & Ms. Rebecca Johansen
Cookies;2014;http://www.hotboxcookies.com;Hot Box Cookies;Zac McIntyre,Ms. Cori Viola;732 Massachusetts St.,Lawrence, KS  66044;(785) 856-8778;Zac McIntyre,Ms. Cori Viola
Cookies;2012;https://www.facebook.com/TCBYandMrs.FieldsLawrence;TCBY/Mrs. Field's;Mr. Ed Forman;845 Massachusetts St.,Lawrence, KS  66044;(785) 856-6440;Fax (785) 246-5338;Mr. Ed Forman
Human service agencies;;;
Human service agencies;1997;http://www.clokansas.org;Community Living Opportunities;Ms. Rachel Wydeven;2113 Delaware St.,Lawrence, KS  66046;(785) 865-5520;Fax (785) 865-5695;Ms. Rachel Wydeven
Human service agencies;1985;http://www.redcross.org;American Red Cross;Ms. Jane Blocher;2518 Ridge Ct., Ste. 205,Lawrence, KS  66046;(785) 843-3550;Fax (785) 843-0328;Ms. Jane Blocher
Human service agencies;1993;http://www.bgclk.org;Boys & Girls Club;Mr. Colby Wilson;P.O. Box 748,Lawrence, KS  66044;(785) 841-5672;Fax (785) 841-3911;Mr. Colby Wilson
Human service agencies;1971;http://www.cwood.org;Cottonwood, Inc.;Ms. Sharon Spratt,Ms. Peggy Wallert,Mr. Robert Bieberle,Mr. Don Nunley;2801 W. 31st St.,Lawrence, KS  66047;(785) 842-0550;Fax (785) 842-6102;Ms. Sharon Spratt,Ms. Peggy Wallert,Mr. Robert Bieberle,Mr. Don Nunley
Human service agencies;1989;http://www.dgcoseniorservice.org;Douglas County Senior Services, Inc.;Ms. Kristin Scheurer,Ms. Tina Roberts;745 Vermont St.,Lawrence, KS  66044;(785) 842-0543;Fax (785) 842-0562;Ms. Kristin Scheurer,Ms. Tina Roberts
Human service agencies;2004;http://www.independenceinc.org;Independence, Inc.;Ranita Wilks;2001 Haskell Ave.,Lawrence, KS  66046;(785) 841-0333;Fax (785) 841-1094;Ranita Wilks
Human service agencies;1967;http://www.lawrence.salvationarmy.us;The Salvation Army;Lt. Matt McCluer;946 New Hampshire St.,P.O. Box 1177,Lawrence, KS  66044;(785) 843-4188;Fax (785) 843-1716;Lt. Matt McCluer
Human service agencies;1986;http://www.theshelterinc.org;The Shelter, Inc.;Ms. Judy Culley;P.O. Box 647,Lawrence, KS  66044;(785) 843-2085;Fax (785) 843-2086;Ms. Judy Culley
Human service agencies;1984;http://www.unitedwaydgco.org;United Way of Douglas County;Ms. Erika Dvorske,Lori Johns;2518 Ridge Ct., Ste. 200,Lawrence, KS  66046;(785) 843-6626;Fax (785) 843-3728;Ms. Erika Dvorske,Lori Johns
Roofing;2009;http://www.alpharoofers.com;Alpha Roofing;Mr. Darin Lutz,Ms. Yvonne Ruder;2736 Oregon St.,Lawrence, KS  66046;(785) 842-2676;Fax (785) 841-7663;Mr. Darin Lutz,Ms. Yvonne Ruder
Roofing;2014;;;Mr. Luc Vandebuerie,Ms. Shawna Vandebuerie;P.O. Box 535,Baldwin City, KS  66006;(785) 764-5900;Mr. Luc Vandebuerie,Ms. Shawna Vandebuerie
Roofing;1988;http://www.diamondeverley.com;Diamond Everley Roofing;Mr. Mark Gwaltney;1556 Lecompton Rd. (Perry 66073),P.O. Box 3509,Lawrence, KS  66046;(785) 843-3433;Fax (785) 843-3445;Mr. Mark Gwaltney
Home health care;2011;http://www.ahelpinghandhc.com;A Helping Hand Home Health Care, LLC;Ms. Lori Yocum;1425 Oread West Dr.,Lawrence, KS  66047;(785) 856-0192;Fax (785) 856-0937;Ms. Lori Yocum
Home health care;2013;http://www.benefitsofhome.com;Benefits of Home - Senior Care;Chris Fay,Ms. Kisha Steineger;3300 Clinton Pkwy. Ct., Ste. 205,Lawrence, KS  66047;(785) 727-1816;Fax (913) 627-9240;Chris Fay,Ms. Kisha Steineger
Home health care;2010;;;Dr. Ed Schulte;4430 Bauer Farm Dr.,Lawrence, KS  66049;(785) 749-0300;Fax (785) 354-9582;Dr. Ed Schulte
Home health care;1985;http://www.kansasvna.org;Douglas County Visiting Nurses;Kim Pixler,Cynthia Lewis;200 Maine St., Ste. C,Lawrence, KS  66044;(785) 843-3738;Fax (785) 843-0757;Kim Pixler,Cynthia Lewis
Home health care;2002;http://www.gracehospicellc.com;Grace Hospice;Ms. Mandy Habig;1420 Wakarusa Dr., #202,Lawrence, KS  66049;(785) 841-5300;Fax (785) 841-5310;Ms. Mandy Habig
Home health care;2012;http://www.gracefulhealthcare.com;Graceful Home Healthcare;Ms. Grace Torko;409 N. Crestline Dr.,Lawrence, KS  66049;(785) 424-2785;Ms. Grace Torko
Home health care;2003;http://www.midlandhospice.org;Midland Adult Day Health Center;Ms. Beth McKenzie,Ms. Karen Weichert;319 Perry St.,Lawrence, KS  66044;(785) 842-3627;Fax (785) 842-3967;Ms. Beth McKenzie,Ms. Karen Weichert
Home health care;1994;http://www.prositters.com;Professional Sitters Home Health, Inc.;Mrs. Wilma Anderson;P.O. Box 3581,Lawrence, KS  66046;(785) 842-3301;Mrs. Wilma Anderson
Sod farms;2011;http://www.sodshops.com;Sod Shop, Inc.;Mr. Wade Wilbur;1783 E. 1500 Rd., Ste. B,Lawrence, KS  66044;(785) 856-6949;Fax (316) 838-8169;Mr. Wade Wilbur
Book stores;2013;http://www.jayhawkbookstore.com;Jayhawk Bookstore;Ms. Sara Wade,Mr. Steve Levin;1420 Crescent Rd.,Lawrence, KS  66044;(785) 843-3826;Fax (785) 843-9578;Ms. Sara Wade,Mr. Steve Levin
Clothing Men;2011;http://www.josbankfactorystores.com;Jos. A. Bank Factory Store;Ms. Alison M. Ogden;646 Vermont St.,Lawrence, KS  66044;(785) 312-9523;Fax (785) 312-9385;Ms. Alison M. Ogden
Concert venue;2009;http://www.thegranada.com;The Granada;Mr. Mike Logan;1020 Massachusetts St.,Lawrence, KS  66044;(785) 842-1390;Mr. Mike Logan
Ink refill;1995;http://www.laserlogic.com;Laser Logic, Inc.;Mr. John W. Ross;450 N. Iowa St., Ste. A3,Lawrence, KS  66044;(785) 865-0505;Fax (785) 865-2334;Mr. John W. Ross
Landscape Garden design & installation;2011;http://www.all-n-1-landscape.com;All-N-1 Landscape, L.L.C.;Mr. Troy Karlin;2400 Franklin Rd., Ste. A,Lawrence, KS  66046;(785) 856-5296 (LAWN);Mr. Troy Karlin
Government State;2013;http://www.dcf.ks.gov;Kansas Department for Children and Families;Ms. Debby Helton,Ms. Penny Schau;1901 Delaware St.,Lawrence, KS  66046;(785) 832-3700;Fax (785) 843-0291;Ms. Debby Helton,Ms. Penny Schau
Government State;2013;http://www.kstrunpike.com;Kansas Turnpike Authority;Ms. Rachel Bell;9401 E. Kellogg Dr.,Wichita, KS  67207;(316) 682-4537;Fax (316) 682-1201;Ms. Rachel Bell
Government State;1994;;;Rep Tom Sloan;772 Hwy. 40,Lawrence, KS  66049;(785) 841-1526;Fax (785) 841-3105;Rep Tom Sloan
Government State;2014;http://www.johnwilsonforkansas.com;Representative John Wilson;1923 Ohio St.,Lawrence, KS  66046;(785) 218-7288
Call center;2013;http://www.theresultscompanies.com;The Results Companies;Mr. Kenny Gieselman,Ms. Amy Lawson,Mr. Cody Gifford,Ms. Stacey Singer;One Riverfront Plaza, Ste. 101,Lawrence, KS  66044;(785) 856-8500;Mr. Kenny Gieselman,Ms. Amy Lawson,Mr. Cody Gifford,Ms. Stacey Singer
Call center;2011;http://www.rezolvegroup.com;The Rezolve Group/Student Financial Aid Services, Inc.;Mr. Bob Szrot,Mr. Steve Hain,Ms. Stacey Rhoads,Ms. Jen Sherwood;1025 N. 3rd St., Ste. 113,Lawrence, KS  66044;(916) 629-7016;Mr. Bob Szrot,Mr. Steve Hain,Ms. Stacey Rhoads,Ms. Jen Sherwood
Utilities;1987;http://www.atmostenergy.com;Atmos Energy;Mr. Jerry Barrios,Mr. Jim Bartling;25090 W. 110th Terr.,Olathe, KS  66061;(888) 286-6700;Fax (913) 254-6398;Mr. Jerry Barrios,Mr. Jim Bartling
Utilities;1976;http://www.blackhillsenergy.com;Black Hills Energy;Mr. Chuck Hoag,Mr. Tommy Johnson,Ms. Lezli Root,Mr. Wes Ashton,Mr. Steve Hanna,Mr. Gabe Schlickau,Ms. Monique Pope;601 N. Iowa St.,Lawrence, KS  66044;(800) 303-0752;Fax (785) 832-3901;Mr. Chuck Hoag,Mr. Tommy Johnson,Ms. Lezli Root,Mr. Wes Ashton,Mr. Steve Hanna,Mr. Gabe Schlickau,Ms. Monique Pope
Utilities;1967;http://www.bowersockpower.com;The Bowersock Mills & Power Company;Ms. Sarah Hill-Nelson;500 S. Powerhouse Rd. (66044-2224),P.O. Box 66,Lawrence, KS  66044;(785) 843-1385;Fax (785) 843-1385;Ms. Sarah Hill-Nelson
Utilities;1979;http://www.westarenergy.com;Westar Energy;Mr. Chad Luce,Mr. Jeff McKee,Mr. Mark Gettys;818 S. Kansas Ave.,P.O. Box 889,Topeka, KS  66601;(785) 575-8134;Fax (785) 575-1870;Mr. Chad Luce,Mr. Jeff McKee,Mr. Mark Gettys
Utilities;2011;http://www.wowway.com;WOW! Internet, Cable and Phone;Ms. Misty Jensen,Ms. Barb Wells,Mr. Lance Mullen,Chris Schmid,Mr. David Hartzler,Ms. Amanda Emery,Mr. Ann Niccum,Ms. Debra Schmidt,Mr. Russ Bush,Mr. Scott Keeler;1 Riverfront Plaza, Ste. 301,Lawrence, KS  66044;(785) 841-2100;Fax (785) 312-6940;Ms. Misty Jensen,Ms. Barb Wells,Mr. Lance Mullen,Chris Schmid,Mr. David Hartzler,Ms. Amanda Emery,Mr. Ann Niccum,Ms. Debra Schmidt,Mr. Russ Bush,Mr. Scott Keeler
Furniture leasing Home & office;1992;http://www.renttoowncenter.com;Triad Leasing, LLC;Mr. Shaun Rush;P.O. Box 3798,Lawrence, KS  66046;(785) 842-8505;Fax (785) 749-1401;Mr. Shaun Rush
Manufacturers;1975;http://www.berryplastics.com;Berry Plastics;Mr. John Landgrebe,Mr. Steve Cooper;2330 Packer Rd.,P.O. Box 219,Lawrence, KS  66044;(785) 842-3000;Fax (785) 842-5906;Mr. John Landgrebe,Mr. Steve Cooper
Manufacturers;1977;http://www.bigheartpet.com;Big Heart Pet Brands;Ms. Kathleen Gillihan,Mr. Randy Cotton,Mr. Luke Livingston;727 N. Iowa St.,P.O. Box 1120,Lawrence, KS  66044;(785) 312-3601;Fax (785) 312-3701;Ms. Kathleen Gillihan,Mr. Randy Cotton,Mr. Luke Livingston
Manufacturers;2001;http://www.chemtradelogistics.com;Chemtrade Phosphorus Specialties, LlC;Mr. Drew Fleming,Mr. Dave Baker,Mr. Brad Robbins;440 N. 9th St.,Lawrence, KS  66044;(785) 843-2290;Fax (785) 843-2296;Mr. Drew Fleming,Mr. Dave Baker,Mr. Brad Robbins
Manufacturers;1976;http://www.hallmark.com;Hallmark Cards, Inc.;Mr. Don McGlinn,Ms. Doris Ricks,Mr. Gene Petrie,Ms. Shireen Chamany,Mr. Eric Boldridge,Ms. Beth Gorman,Ms. Sarah Breymeyer,Mr. David Millen,Mr. Donnell Williams,Mr. Terry Middendorf,Mr. Doug Madeira,Mr. Chad Mooradian;101 McDonald Dr.,P.O. Box 99, Mail Drop #173,Lawrence, KS  66044;(785) 813-0300;Fax (785) 813-0410;Mr. Don McGlinn,Ms. Doris Ricks,Mr. Gene Petrie,Ms. Shireen Chamany,Mr. Eric Boldridge,Ms. Beth Gorman,Ms. Sarah Breymeyer,Mr. David Millen,Mr. Donnell Williams,Mr. Terry Middendorf,Mr. Doug Madeira,Mr. Chad Mooradian
Manufacturers;1976;http://www.icl-perfproductslp.com;ICL Performance Products LP;Mr. John J. Conard,Ms. Jeanne Waisner,Ms. Jennifer Phillips;440 N. 9th St.,Lawrence, KS  66044;(785) 749-8100;Fax (785) 832-4740;Mr. John J. Conard,Ms. Jeanne Waisner,Ms. Jennifer Phillips
Manufacturers;1990;http://www.kinedyne.com;Kinedyne Corporation;Ms. Amy Bellerive,Terry Albin;3701 Greenway Cir.,Lawrence, KS  66046;(785) 841-4000;Fax (785) 841-3668;Ms. Amy Bellerive,Terry Albin
Manufacturers;2012;http://www.plastikon.com;Plastikon Healthcare;Ms. Sandy Dixon,Mr. Brian Van Schmus;3780 Greenway Circle,Lawrence, KS  66044;(785) 330-7100;Fax (785) 856-3902;Ms. Sandy Dixon,Mr. Brian Van Schmus
Manufacturers;1999;http://www.prosoco.com;PROSOCO, Inc.;Mr. David W. Boyer,Ms. Janet Horner,Ms. Ann Connor,Mr. Bruce Boyer;3741 Greenway Cir.,Lawrence, KS  66046;(785) 865-4200;Fax (785) 830-9016;Mr. David W. Boyer,Ms. Janet Horner,Ms. Ann Connor,Mr. Bruce Boyer
Manufacturers;2009;http://www.reuterorgan.com;The Reuter Organ Company;JR Neutel,Ms. Kay Miller;1220 Timberedge Rd.,Lawrence, KS  66049;(785) 843-2622;Fax (785) 843-3302;JR Neutel,Ms. Kay Miller
Manufacturers;1975;;;Howard Oswald;2400 Packer Rd.,Lawrence, KS  66049;(785) 841-5610;Fax (785) 830-3296;Howard Oswald
Manufacturers;2007;http://www.sunlitest.com, www.powerLEDlighting.com;Sunlite Science & Technology, Inc.;Mr. Jeff Chen;4811 Quail Crest Pl.,Lawrence, KS  66049;(785) 832-8818;Fax (913) 273-1888;Mr. Jeff Chen
Shipping Overnight/express;2006;http://www.theupsstore.com/5707.htm;The UPS Store;Mr. Adam Linhos;2040 W. 31st St., Ste. G,Lawrence, KS  66046;(785) 856-7860;Fax (785) 856-7867;Mr. Adam Linhos
Shipping Overnight/express;2012;http://www.theupsstore.com/5941;The UPS Store - 5941;Dr. Carol Linhos;4000 W. 6th St., Ste. B,Lawrence, KS  66049;(785) 856-0707;Fax (785) 856-0717;Dr. Carol Linhos
Radio stations;1975;http://www.1059kissfm.com;Great Plains Media/1320AM/105.9FM/92.9FM;Ms. Rebecca Supernaw,Mr. Tim Robisch;3125 W. 6th St.,Lawrence, KS  66049;(785) 843-1320;Fax (785) 841-5924;Ms. Rebecca Supernaw,Mr. Tim Robisch
Radio stations;2000;http://kpr.ku.edu;Kansas Public Radio;Mr. George Norton,Ms. Sheri Hamilton,Mr. Phil Wilke;1120 W. 11th St.,Lawrence, KS  66044;(785) 864-5968;Fax (785) 864-5278;Mr. George Norton,Ms. Sheri Hamilton,Mr. Phil Wilke
Radio stations;2013;http://www.lawrencehits.com;LawrenceHits.com;Mr. Jay Wachs,Mr. Travis Daniel Smith;625 N. Wrigley Ln.,Lawrence, KS  66044;(785) 764-8380;Mr. Jay Wachs,Mr. Travis Daniel Smith
Grocery stores;1998;http://www.aldi.us;ALDI, Inc.;Mr. G. Mark Bersted;3025 Iowa St.,Lawrence, KS  66046;(913) 768-1119;Fax (913) 768-1069;Mr. G. Mark Bersted
Grocery stores;1976;http://www.checkersfoods.com;Checkers;Mr. J.R. Lewis;2300 Louisiana St.,Lawrence, KS  66046;(785) 843-0023;Fax (785) 843-7247;Mr. J.R. Lewis
Grocery stores;1986;http://www.dillons.com;Dillon Stores;Ms. Janel Brandstoettner,Ms. Wendy Kellum;1015 W. 23rd St.,Lawrence, KS  66046;(785) 841-3366;Fax (785) 841-3389;Ms. Janel Brandstoettner,Ms. Wendy Kellum
Grocery stores;1986;http://www.dillons.com;Dillon Stores;Steve Birchfield;1740 Massachusetts St.,Lawrence, KS  66044;(785) 842-2942;Fax (785) 842-2728;Steve Birchfield
Grocery stores;1999;http://www.dillons.com;Dillon Stores;Jennifer Olson;4701 W. 6th St.,Lawrence, KS  66049;(785) 838-0100;Fax (785) 838-0118;Jennifer Olson
Grocery stores;1974;http://www.dillons.com;Dillon Stores;Mr. Larry Bussinger,Mr. Kenny Parrent;3000 W. 6th St.,Lawrence, KS  66049;(785) 843-0652;Fax (785) 843-1816;Mr. Larry Bussinger,Mr. Kenny Parrent
Grocery stores;1974;http://www.dillons.com;Dillon Stores;Karen Chadd,Ms. Jennifer Smith;P.O. Box 1608,Hutchinson, KS  67504;(620) 665-5511;Fax (620) 669-3146;Karen Chadd,Ms. Jennifer Smith
Grocery stores;2000;http://www.hy-vee.com;Hy-Vee Food & Drug Store;Ms. Tena Bush,Mr. Andy Sutton,Mr. Juan Lopez,Mr. Drew Burkart;4000 W. 6th St.,Lawrence, KS  66049;(785) 832-9449;Ms. Tena Bush,Mr. Andy Sutton,Mr. Juan Lopez,Mr. Drew Burkart
Grocery stores;1993;http://www.hy-vee.com;Hy-Vee Food & Drug Store;Mrs. Lori Howell,Ms. Tera Jo Brown,Mr. Curtis Strum;3504 Clinton Pkwy.,Lawrence, KS  66047;(785) 832-0044;Fax (785) 832-0612;Mrs. Lori Howell,Ms. Tera Jo Brown,Mr. Curtis Strum
Grocery stores;2012;;;Mr. Olusoji Babalola,Ms. Troyin Babalola;1530 W. 6th St., Ste. F,Lawrence, KS  66044;(785) 841-8833;Mr. Olusoji Babalola,Ms. Troyin Babalola
Bars & taverns;1997;http://www.thesandbar.com;Sandbar;Ms. Rita Madl;17 E. 8th St.,Lawrence, KS  66044;(785) 842-0111;Ms. Rita Madl
Contractors Home builders Construction;1991;http://www.appletreehomesinc.com;Apple Tree Homes, Inc.;Mr. Greg Rau;2405 Oxford Rd.,Lawrence, KS  66049;(785) 832-1414;Fax (785) 832-0711;Mr. Greg Rau
Contractors Home builders Construction;2014;http://www.ateamhomeimprovement.com;A-Team Home Improvement;Mr. Alan Rector,Ms. Kristi Kouloukis;506 E. 23rd St.,Lawrence, KS  66046;(785) 856-3039;Fax (785) 856-3039;Mr. Alan Rector,Ms. Kristi Kouloukis
Contractors Home builders Construction;1967;http://www.gfritzel.com;Gene Fritzel Construction Co., Inc.;Mr. Andy Fritzel,Mr. Tim Fritzel,Mr. Bob Schulte;643 Massachusetts St., Ste. 300,P.O. Box 906,Lawrence, KS  66044;(785) 841-6347;Fax (785) 841-6342;Mr. Andy Fritzel,Mr. Tim Fritzel,Mr. Bob Schulte
Contractors Home builders Construction;1998;http://www.highlandconstruction.net;Highland Construction, Inc.;Mr. Tim Stultz;411 N. Iowa St.,Lawrence, KS  66044;(785) 856-6260;Fax (785) 856-6542;Mr. Tim Stultz
Contractors Home builders Construction;2013;;;Mr. Dwight C. Purvis,Ms. Kimberly S. Purvis;1167 E. 1200 Rd.,Lawrence, KS  66047;(785) 393-2651;Mr. Dwight C. Purvis,Ms. Kimberly S. Purvis
Contractors Home builders Construction;2011;http://www.salbconstruction.com;Salb Construction, Inc.;Mr. Frank Salb,Ms. Sally Salb;P.O. Box 3366,Lawrence, KS  66046;(785) 843-9523;Fax (785) 841-1340;Mr. Frank Salb,Ms. Sally Salb
Contractors Home builders Construction;1990;;;Mr. J. Stewart;888 N. 1928th Rd.,Lecompton, KS  66050;(785) 691-6088;Mr. J. Stewart
Contractors Home builders Construction;2013;;;Mr. Larry L. Wedman;5104 Cody Ct.,Lawrence, KS  66049;(785) 331-9547;Fax (785) 843-9429;Mr. Larry L. Wedman
Marketing research & marketing companies;2012;http://www.bixy.com;Bixy;Mr. Kyle W. Johnson,Mr. Ryan Luckie;826 N. Fieldstone Dr.,Lawrence, KS  66044;(785) 766-2881;Mr. Kyle W. Johnson,Mr. Ryan Luckie
Plumbers;1984;http://www.chaney-inc.com;Chaney Incorporated;Mr. Roy G. Chaney;930 E. 27th St.,Lawrence, KS  66046;(785) 843-1691;Fax (785) 843-4247;Mr. Roy G. Chaney
Plumbers;2012;http://www.conradplumbinglawrence.com;Conrad Plumbing, Inc.;Mr. Lenny Conrad,Ms. Cindy Lemke;616 Arizona St. (66049-3206),P.O. Box 255,Lawrence, KS  66044;(785) 843-5305;Fax (785) 843-5311;Mr. Lenny Conrad,Ms. Cindy Lemke
Plumbers;1899;;;Mr. Howard Kastl;4920 Legends Dr.,Lawrence, KS  66049;(785) 841-2112;Fax (785) 749-2355;Mr. Howard Kastl
Web marketing, consulting, & design;2013;http://www.designbrilliancemarketing.com;Design Brilliance Creative Marketing;Ms. Daryl Bugner;810 Pennsylvania St., Ste. 228,Lawrence, KS  66044;(785) 840-8103;Ms. Daryl Bugner
Web marketing, consulting, & design;2013;http://www.nms3.com;|NMS3 || A Creative Agency|;Ms. Kim Millsap,Mr. Kris Millsap;123 W. 8th St., Ste. 302,Lawrence, KS  66044;(785) 856-6673;Ms. Kim Millsap,Mr. Kris Millsap
Web marketing, consulting, & design;2013;http://www.philsquare.com;Philsquare;Mr. Phil Martinez,Ms. Bailey DeReus;810 Pennsylvania St., #227,Lawrence, KS  66044;(785) 813-1685;Mr. Phil Martinez,Ms. Bailey DeReus
Web marketing, consulting, & design;2011;http://www.1300willow.com;PixNinja;Mr. Michael O. Taylor;1720 Louisiana St.,Lawrence, KS  66044;(785) 856-1968;Fax (785) 371-1222;Mr. Michael O. Taylor
Brokerage investments;1996;http://www.commercebank.com;Commerce Bank;Ms. Cathy Miller,Mr. Mark Heider,Mr. Rob Gillespie;1500 Wakarusa Dr.,Lawrence, KS  66047;(785) 865-4770;Fax (785) 865-4745;Ms. Cathy Miller,Mr. Mark Heider,Mr. Rob Gillespie
Computer repairs;2014;http://www.theigurus.com;The iGurus;Mr. Matthew Reed,Ms. Hannah Syben;3010 Four Wheel Dr., Ste. 3,Lawrence, KS  66047;(785) 840-4870;Mr. Matthew Reed,Ms. Hannah Syben
Real estate appraisers;2009;http://www.moorevaluation.com;Moore Valuation, Inc.;Mr. Greg Moore,Bill Hack;601 Missouri St., Ste. 201,Lawrence, KS  66044;(785) 856-0800;Fax (866) 840-2155;Mr. Greg Moore,Bill Hack
